OBJECTID,FEATURE_ID,FROM_MH,LENGTH_FT,DIAMETER,MATERIAL,SLOPE,CFCC,STORMWATER,LANDUSE,PCI,KNOWN_ISSUES,PACP,UPSOURCE,AGE,FLOW_TO,RISE,Shape,GDB_GEOMATTR_DATA,UPSTREAM_CNT,SL_Class,Q_inf,Q,D_LEFT_TARGET,Dn,N_Full,Sed_Vol,DIRECT_CNT,FlushPerYear,VEG_SCORE,Sed_PerYr,MH_ANGLE,V
284,302406044,300724061807.00000000,400.00000000,8,PVC,0.01035063,LOCAL,NULL,NULL,62,LOW,NULL,COMMERCIAL,19,300724062301.00000000,4.14025400,0x5F0D00000104E2010000A82EACB90B9E414148177B08AD736C413033EC4E0A9E4141946ABFA2AE736C41D0ADFD3C0A9E4141DCF3AFB5AE736C414003FD310A9E414108294BBFAE736C41A067D92A0A9E414128AEE3C8AE736C41F88668220A9E414190038FD2AE736C41389D9D170A9E4141B4B96ADCAE736C4190BC2C0F0A9E4141145F13E6AE736C4100D8B9050A9E414134E4ABEFAE736C4150B2FBFB099E41415C1947F9AE736C41C0CD88F2099E4141C0EF3203AF736C4110A8CAE8099E4141E074CB0CAF736C4168C759E0099E414108AA6616AF736C41B022DCD6099E41412C2FFF1FAF736C4128BD28CD099E41418C05EB29AF736C417018ABC3099E4141AC8A8333AF736C41B8F2ECB9099E4141D8BF1E3DAF736C41308D39B0099E41413465C746AF736C41882D09A8099E4141609A6250AF736C41C8C2FD9C099E4141801FFB59AF736C4138DE8A93099E4141E4F5E663AF736C4188B8CC89099E4141047B7F6DAF736C41F8D35980099E41412CB01A77AF736C4148AE9B76099E41414C35B380AF736C41B8C9286D099E4141B00B9F8AAF736C4108A46A63099E4141D0903794AF736C4150FFEC59099E4141FCC5D29DAF736C41C8993950099E4141586B7BA7AF736C4130707945099E414184A016B1AF736C41804ABB3B099E4141DCC6FFBAAF736C41C8A53D32099E414108FC9AC4AF736C4140408A28099E4141288133CEAF736C41889B0C1F099E414150B6CED7AF736C41F8F00B14099E4141703B67E1AF736C41680C990A099E414190C0FFEAAF736C41B8E6DA00099E4141FC15ABF4AF736C4120BD1AF6089E414120CC86FEAF736C4168189DEC089E41417C712F08B0736C41E0B2E9E2089E4141A0270B12B0736C41488929D8089E4141C82B631BB0736C4190636BCE089E4141E8B0FB24B0736C41D8BEEDC4089E414110E6962EB0736C414814EDB9089E4141346B2F38B0736C41B82F7AB0089E41419CC0DA41B0736C412006BAA5089E4141C076B64BB0736C4170E0FB9B089E41411C1C5F55B0736C41D8B63B91089E41413CA1F75EB0736C4128917D87089E414168D69268B0736C419067BD7C089E414150BADA71B0736C4100834A73089E4141B490C67BB0736C4170D84968089E4141D4155F85B0736C41D8AE895D089E41413C6B0A8FB0736C41200A0C54089E41415CF0A298B0736C41A85B0948089E414144D4EAA1B0736C41D8BA8D3F089E4141A8AAD6ABB0736C414091CD34089E4141C82F6FB5B0736C41B0E6CC29089E4141F0640ABFB0736C4118BD0C1F089E4141500AB3C8B0736C4188D89915089E414174C08ED2B0736C41F82D990A089E4141D46537DCB0736C416004D9FF079E4141FC9AD2E5B0736C41981A0EF5079E41411C206BEFB0736C4110B55AEB079E4141485506F9B0736C4170464DDF079E414168DA9E02B1736C41E061DAD5079E4141885F370CB1736C4148381ACB079E4141F0B4E215B1736C41B88D19C0079E4141103A7B1FB1736C41206459B5079E41413C6F1629B1736C41883A99AA079E41415CF4AE32B1736C41F010D99F079E41417C79473CB1736C4138A6CD94079E4141A4AEE245B1736C41A07C0D8A079E414104548B4FB1736C4108534D7F079E414130892659B1736C4170298D74079E4141186D6E62B1736C41D8FFCC69079E414138F2066CB1736C414855CC5E079E4141A047B275B1736C41B8705955079E4141C0CC4A7FB1736C4118024C49079E4141E051E388B1736C4180D88B3E079E41410C877E92B1736C41F02D8B33079E41412C0C179CB1736C4148BF7D27079E41415441B2A5B1736C41B095BD1C079E4141B4E65AAFB1736C41186CFD11079E4141D46BF3B8B1736C4180423D07079E414100A18EC2B1736C41F8DC89FD069E4141202627CCB1736C41706A7AF0069E4141485BC2D5B1736C41E0BF79E5069E414168E05ADFB1736C414896B9DA069E41418865F3E8B1736C41A827ACCE069E4141BC194EF2B1736C4110FEEBC3069E4141DC9EE6FBB1736C4178D42BB9069E4141FC237F05B2736C41002629AD069E414124591A0FB2736C41403C5EA2069E414184FEC218B2736C41B0915D97069E4141B0335E22B2736C4138E35A8B069E4141D0B8F62BB2736C41A0B99A80069E4141F03D8F35B2736C41004B8D74069E41411442E73EB2736C416821CD69069E414140778248B2736C41F072CA5D069E414160FC1A52B2736C4158490A53069E41418C31B65BB2736C41B0DAFC46069E4141ACB64E65B2736C41402CFA3A069E4141CC3BE76EB2736C41A8023A30069E414134919278B2736C4100942C24069E41411C75DA81B2736C4188E52918069E41413CFA728BB2736C41F0BB690D069E4141682F0E95B2736C41504D5C01069E4141C4D4B69EB2736C41D89E59F5059E4141F00952A8B2736C41407599EA059E4141CC3D97B1B2736C41A0068CDE059E4141F87232BBB2736C41285889D2059E414158491EC5B2736C41686EBEC7059E4141804D76CEB2736C41F0BFBBBB059E4141A0D20ED8B2736C415051AEAF059E414188B656E1B2736C41D8A2ABA3059E4141B4EBF1EAB2736C4138349E97059E414110919AF4B2736C41A00ADE8C059E4141301633FEB2736C41285CDB80059E41411CFA7A07B3736C4188EDCD74059E4141442F1611B3736C41103FCB68059E4141A4D4BE1AB3736C4168D0BD5C059E4141CC095A24B3736C41F021BB50059E4141B4EDA12DB3736C4150B3AD44059E4141D4723A37B3736C41D804AB38059E41413418E340B3736C4138969D2C059E4141604D7E4AB3736C41C0E79A20059E41414831C653B3736C4120798D14059E414168B65E5DB3736C41A8CA8A08059E414190EBF966B3736C41085C7DFC049E4141B8EF5170B3736C41882EBBF0049E4141D874EA79B3736C41083B6BE3049E4141F8F98283B3736C4168CC5DD7049E414120FEDA8CB3736C41F01D5BCB049E414148337696B3736C4150AF4DBF049E414168B80EA0B3736C41D8004BB3049E414190BC66A9B3736C41508E3BA6049E4141BCF101B3B3736C41B01F2E9A049E4141DC769ABCB3736C4138712B8E049E4141C45AE2C5B3736C4190021E82049E414120008BCFB3736C41100FCE74049E414108E4D2D8B3736C419860CB68049E4141F0C71AE2B3736C41F8F1BD5C049E41415C1DC6EBB3736C41707FAE4F049E41417CA25EF5B3736C41F8D0AB43049E41416486A6FEB3736C4158629E37049E4141888AFE07B4736C41D86E4E2A049E4141EC60EA11B4736C4178BC491D049E4141D444321BB4736C41D84D3C11049E4141F4C9CA24B4736C4138DF2E05049E41411CCE222EB4736C41E0ABE9F7039E41414403BE37B4736C41403DDCEB039E414164885641B4736C41B8CACCDE039E41414C6C9E4AB4736C41401CCAD2039E4141B8C14954B4736C41C0287AC5039E4141A0A5915DB4736C4140352AB8039E4141C02A2A67B4736C4198475DAC039E4141E42E8270B4736C4110540D9F039E414104B41A7AB4736C4198A50A93039E414130E9B583B4736C4118B2BA85039E414158ED0D8DB4736C41903FAB78039E41417872A696B4736C41104C5B6B039E41416056EE9FB4736C4170DD4D5F039E414180DB86A9B4736C41E86A3E52039E4141B08FE1B2B4736C416877EE44039E4141D0147ABCB4736C41E8839E37039E4141B8F8C1C5B4736C4170D59B2B039E4141189E6ACFB4736C41E8628C1E039E41410082B2D8B4736C41686F3C11039E414128B74DE2B4736C41E0FC2C04039E41410C6A52EBB4736C416009DDF6029E414170403EF5B4736C41E0158DE9029E4141582486FEB4736C4158A37DDC029E4141B8C92E08B5736C41D0AF2DCF029E4141A0AD7611B5736C4150BCDDC1029E4141C8E2111BB5736C41C849CEB4029E4141E867AA24B5736C4148567EA7029E4141106C022EB5736C41C0E36E9A029E4141F84F4A37B5736C4140F01E8D029E41412054A240B5736C41C0FCCE7F029E414148893D4AB5736C41604ACA72029E414128BD8253B5736C41E0567A65029E414188936E5DB5736C4158E46A58029E414178F67566B5736C41D8F01A4B029E4141987B0E70B5736C4158FDCA3D029E4141C07F6679B5736C41D08ABB30029E4141A863AE82B5736C4150976B23029E4141D098498CB5736C41C0DF0E15029E4141F89CA195B5736C4138ECBE07029E414118223A9FB5736C41E039BAFA019E4141000682A8B5736C4150011DEC019E4141280ADAB1B5736C41C88E0DDF019E4141488F72BBB5736C41489BBDD1019E41413073BAC4B5736C41E0A36BC3019E414198C865CEB5736C4160B01BB6019E4141B84DFED7B5736C41D0F8BEA7019E4141A8B005E1B5736C4150056F9A019E4141C8359EEAB5736C41D0111F8D019E4141B019E6F3B5736C41705F1A80019E4141D41D3EFDB5736C41E0A7BD71019E41410053D906B6736C4160B46D64019E4141E0861E10B6736C41F8BC1B56019E4141048B7619B6736C4178C9CB48019E414130C01123B6736C41E8116F3A019E414118A4592CB6736C41601E1F2D019E41413CA8B135B6736C410027CD1E019E4141288CF93EB6736C4178337D11019E41418431A248B6736C41103C2B03019E41416C15EA51B6736C418084CEF4009E414154F9315BB6736C4108D6CBE8009E4141BC4EDD64B6736C4198992CD9009E41419C82226EB6736C4110618FCA009E4141CC367D77B6736C41B0AE8ABD009E4141AC6AC280B6736C412876EDAE009E4141D49F5D8AB6736C41C07E9BA0009E4141F424F693B6736C41408B4B93009E4141E487FD9CB6736C41B0D3EE84009E41410C8C55A6B6736C4148DC9C76009E41412C11EEAFB6736C41E8630A68009E414114F535B9B6736C4158ACAD59009E414138F98DC2B6736C41D0399E4C009E414120DDD5CBB6736C4170C10B3E009E414148E12DD5B6736C41D809AF2F009E41416866C6DEB6736C4170125D21009E4141504A0EE8B6736C41109ACA12009E4141784E66F1B6736C418827BB05009E41416032AEFAB6736C4118EB1BF6FF9D414184360604B7736C4198F7CBE8FF9D4141B06BA10DB7736C4108406FDAFF9D4141941EA616B7736C41A8C7DCCBFF9D4141C0534120B7736C4140D08ABDFF9D4141A8378929B7736C41B0182EAFFF9D4141CC3BE132B7736C414821DCA0FF9D4141B41F293CB7736C41C0E83E92FF9D4141DC238145B7736C4158F1EC83FF9D4141FCA8194FB7736C41F0F99A75FF9D41411C2EB258B7736C4180BDFB65FF9D41410C91B961B7736C41F0845E57FF9D4141F474016BB7736C41888D0C49FF9D414118795974B7736C412896BA3AFF9D4141005DA17DB7736C41985D1D2CFF9D41412861F986B7736C4128217E1CFF9D414110454190B7736C41C0292C0EFF9D414138499999B7736C4150ED8CFEFE9D414158CE31A3B7736C41D0F93CF1FE9D414140B279ACB7736C4160BD9DE1FE9D414164B6D1B5B7736C41F8C54BD3FE9D4141509A19BFB7736C41680EEFC4FE9D4141749E71C8B7736C41F8D14FB5FE9D41415C82B9D1B7736C419859BDA6FE9D4141848611DBB7736C4130626B98FE9D4141A40BAAE4B7736C41C025CC88FE9D4141946EB1EDB7736C41286E6F7AFE9D41417C52F9F6B7736C41E8F1DA6AFE9D4141A0565100B8736C41503A7E5CFE9D4141883A9909B8736C41E0FDDE4CFE9D4141701EE112B8736C41600A8F3FFE9D41419822391CB8736C411049AD2EFE9D414180068125B8736C41A8515B20FE9D414164B9852EB8736C413815BC10FE9D414190EE2038B8736C41C8D81C01FE9D4141B4F27841B8736C4160E1CAF2FD9D41419426BE4AB8736C41F0A42BE3FD9D4141C4DA1854B8736C41686C8ED4FD9D4141A00E5E5DB8736C41102CEDC3FD9D4141C812B666B8736C4180F34FB5FD9D4141B0F6FD6FB8736C414077BBA5FD9D4141D8FA5579B8736C41A8BF5E97FD9D4141C0DE9D82B8736C413883BF87FD9D4141AC41A58BB8736C41F0062B78FD9D41419425ED94B8736C4180CA8B68FD9D4141BC29459EB8736C41F0122F5AFD9D4141A40D8DA7B8736C41A0514D49FD9D4141CC11E5B0B8736C41385AFB3AFD9D4141B4F52CBAB8736C41C81D5C2BFD9D414198A831C3B8736C4158E1BC1BFD9D4141C0DDCCCCB8736C41E8A41D0CFD9D4141E8E124D6B8736C4178687EFCFC9D4141907419DFB8736C41082CDFECFC9D4141B47871E8B8736C41A8B34CDEFC9D41419C5CB9F1B8736C413077ADCEFC9D4141C46011FBB8736C41C03A0EBFFC9D4141AC445904B9736C4150FE6EAFFC9D4141CCC9F10DB9736C41A81DFEA6FC9D4141A05D1113B9736C4198498D3EFC9D4141E8E75947B9736C41B8AF3C06FC9D4141DCB34163B9736C41D894ABCDFB9D41415072CD7FB9736C41F0B50D94FB9D41414CBD749BB9736C41189B7C5BFB9D4141003809B7B9736C4138012C23FB9D41416CC551D3B9736C4150A14DE9FA9D4141649139EFB9736C41508C3FB2FA9D414160DCE00ABA736C4188285F77FA9D41418CCA5927BA736C41A0C8803DFA9D4141C0B65143BA736C41C02E3005FA9D4141B882395FBA736C4100109DCBF99D4141F09F747BBA736C4120B0BE91F99D4141248C6C97BA736C4130D12058F99D414110A851B3BA736C415037D01FF99D4141489449CFBA736C4188D3EFE4F89D41413C6031EBBA736C41C06F0FAAF89D4141787D6C07BB736C41F00B2F6FF89D4141AC696423BB736C4118F19D36F89D41419885493FBB736C41508DBDFBF79D41419051315BBB736C4168AE1FC2F79D4141C43D2977BB736C41984A3F87F79D4141BC091193BB736C41D82BAC4DF79D4141B854B8AEBB736C4108837E11F79D4141E8C1F0CABB736C4120A4E0D7F69D4141E08DD8E6BB736C415040009DF69D4141147AD002BC736C4188DC1F62F69D41410C46B81EBC736C41C0783F27F69D41414032B03ABC736C41F0145FECF59D41412C4E9556BC736C4128B17EB1F59D414128993C72BC736C41604D9E76F59D41412065248EBC736C4198E9BD3BF59D414158511CAABC736C41B8C1D0FFF49D41414C1D04C6BC736C41F05DF0C4F49D414140B8A8E1BC736C414875CD88F49D4141388490FDBC736C418011ED4DF49D41416C708819BD736C41A0E9FF11F49D4141643C7035BD736C41D8851FD7F39D414154D71451BD736C4108DDF19AF39D414190F44F6DBD736C4160F4CE5EF39D41414CEEA388BD736C4180CCE122F39D4141380A89A4BD736C41B86801E8F29D41416CF680C0BD736C4100BCD1AAF29D41412C2118DCBD736C4158D3AE6EF29D4141600D10F8BD736C41802A8132F29D414154A8B413BE736C41C87D51F5F19D414110D34B2FBE736C4120952EB9F19D414148BF434BBE736C41406D417DF19D4141FC39D866BE736C41903FD13FF19D41413026D082BE736C41E0D7EE03F19D414124C1749EBE736C4130AA7EC6F09D4141E4EB0BBABE736C4170FD4E89F09D414118D803D6BE736C41A054214DF09D4141CC5298F1BE736C41E8A7F10FF09D4141CC9D3F0DBF736C4128FBC1D2EF9D4141BC38E428BF736C4178CD5195EF9D4141BC838B44BF736C41C0202258EF9D414170FE1F60BF736C410874F21AEF9D4141A4EA177CBF736C4148C7C2DDEE9D41415865AC97BF736C41989952A0EE9D4141145F00B3BF736C410068E061EE9D414110AAA7CEBF736C4148BBB024EE9D414104454CEABF736C41880E81E7ED9D41410090F305C0736C41F0DC0EA9ED9D4141B40A8821C0736C4140AF9E6BED9D4141B4552F3DC0736C4178BD212DED9D4141A8F0D358C0736C41E08BAFEEEC9D414160EA2774C0736C41209A32B0EC9D41411465BC8FC0736C4168ED0273EC9D414114B063ABC0736C41B0BF9235EC9D4141044B08C7C0736C41308A1EF6EB9D41410496AFE2C0736C417098A1B7EB9D4141C08F03FEC0736C41D8662F79EB9D4141740A9819C1736C4130F06F39EB9D414170553F35C1736C4170FEF2FAEA9D41412C4F9350C1736C41D8CC80BCEA9D41411CEA376CC1736C4110DB037EEA9D4141D8E38B87C1736C4198244F3EEA9D4141D82E33A3C1736C41D832D2FFE99D4141902887BEC1736C41283D53C0E99D414144A31BDAC1736C4188C69380E99D4141009D6FF5C1736C41F0942142E99D4141F4371411C2736C41501E6202E99D41417890172CC2736C41A8A7A2C2E89D4141682BBC47C2736C4100B22383E89D414168766363C2736C41603B6443E89D41412070B77EC2736C41C009F204E89D4141DC690B9AC2736C41388F30C4E79D414198635FB5C2736C41789DB385E79D41418CFE03D1C2736C41D026F445E79D414144F857ECC2736C4158703F06E79D414100F2AB07C3736C41A83573C5E69D4141BCEBFF22C3736C4108BFB385E69D414178E5533EC3736C4198BFAF43E69D414130DFA759C3736C41D8CD3205E69D4141ECD8FB74C3736C41505371C4E59D4141A8D24F90C3736C41B0DCB184E59D414164CCA3ABC3736C4128E1AF43E59D41411CC6F7C6C3736C4178A6E302E59D4141D8BF4BE2C3736C41F02B22C2E49D41415C184FFDC3736C4168302081E49D41411812A318C4736C41B8F55340E49D4141D00BF733C4736C4138FA51FFE39D41418C054B4FC4736C41B07F90BEE39D41414C7E5E6AC4736C41F844C47DE39D41410878B285C4736C417849C23CE39D41418020B3A0C4736C41F0CE00FCE29D41413C1A07BCC4736C41580FF2B9E29D4141F8135BD7C4736C41B053E578E29D41417C6C5EF2C4736C4180F8B22FE29D414188D6EA11C5736C41F07DF1EEE19D414144D03E2DC5736C4148C2E4ADE19D414100CA9248C5736C41C047236DE19D4141B892A363C5736C41384C212CE19D4141708CF77EC5736C41A88C12EAE09D4141BC43AA99C5736C41201251A9E09D4141740CBBB4C5736C41800DF565E09D4141F864BECFC5736C41180EF123E09D4141700DBFEAC5736C41800995E0DF9D41413086D205C6736C41180A919EDF9D4141A82ED320C6736C419001335ADF9D41412856933BC6736C4120BDE116DF9D4141685D4356C6736C41C02F41D1DE9D414124579771C6736C41202BE58DDE9D4141300B738BC6736C41C8E29149DE9D4141B46376A6C6736C415059F304DE9D4141308B36C1C6736C41F0CB52BFDD9D41417811A6DBC6736C41883EB279DD9D4141B81856F6C6736C4128B11134DD9D4141F8EEC210C7736C41C0DE23EDDC9D414144F4F12AC7736C4160D042A7DC9D414180CA5E45C7736C41F07E9560DC9D41418830BE5FC7736C41B06CB219DC9D4141CC85EA79C7736C41601582D1DB9D4141D0BA0694C7736C41103F9289DB9D4141D4EF22AEC7736C41C8E76141DB9D414124F551C8C7736C41701172F9DA9D4141282A6EE2C7736C4128BA41B1DA9D4141EC0D37FCC7736C41D09E0468DA9D414138136616C8736C417802871EDA9D4141FCF62E30C8736C4160A352D4D99D414104AB0A4AC8736C411007D58AD99D41410CE02664C8736C41D8ABA241D99D41419CA15E7DC8736C41A00B23F7D89D4141A8553A97C8736C41686BA3ACD89D414170B8C2B0C8736C4118071761D89D414104AB3DCAC8736C4100E25415D89D4141CC0DC6E3C8736C41E8BC92C9D79D41415C9EBAFCC8736C419858067ED79D414128328616C9736C4180334432D79D4141F813CE2FC9736C41584A75E5D69D414188D50549C9736C4130E06598D69D414118973D62C9736C4108F7964BD69D4141A0A8727BC9736C4108CED2FED59D414134E96994C9736C41D09FB6B0D59D4141C8AAA1ADC9736C41C831A562D59D4141141B86C6C9736C41C0C39314D59D4141A4AB7ADFC9736C41985984C7D49D4141FCCB61F8C9736C41A0A22377D49D414150BB0511CA736C4188EFC427D49D4141A4AAA929CA736C41783C66D8D39D4141F41A8E42CA736C41600A4889D39D4141480A325BCA736C417017F439D39D414164588573CA736C41786093E9D29D4141B097268CCA736C415868E798D29D4141CCE579A4CA736C4160B18648D29D4141E083CABCCA736C418875E3F6D19D414134736ED5CA736C41687D37A6D19D414110706EEDCA736C4190419454D19D4141343D8105CB736C419045E602D19D414144DBD11DCB736C41A8C4F5AFD09D414120D8D135CB736C41B00D955FD09D414138F5E14DCB736C41D08CA40CD09D414114F2E165CB736C41D847A7B8CF9D4141F46DA17DCB736C41000C0467CF9D414194980D95CB736C411046C612CF9D41417414CDACCB736C4130C5D5BFCE9D41410CC079C4CB736C414080D86BCE9D4141F03B39DCCB736C4168B69816CE9D41418C66A5F3CB736C41A8B065C2CD9D41412C91110BCC736C41B86B686ECD9D4141CCBB7D22CC736C41E820E818CD9D414168E6E939CC736C411857A8C3CC9D41414C62A951CC736C416008266DCC9D4141709A7168CC736C41903EE617CC9D414114449D7FCC736C41B02F59C1CB9D4141701DB696CC736C41E065196CCB9D4141D8A6D1ADCC736C4148139514CB9D41413CFFA9C4CC736C41680408BECA9D4141A088C5DBCC736C41B8B58567CA9D414104E19DF2CC736C410022B60FCA9D4141F8F6D408CD736C41380F27B8C99D414194F0FD1FCD736C41807B5760C99D4141BCA78536CD736C41D09E3806C99D4141E0DF4D4DCD736C41108CA9AEC89D4141D4F58463CD736C4158F8D956C89D4141F4FC097ACD736C41B06008FEC79D41416405E590CD736C4110C936A5C79D414150EAD8A6CD736C41882F5F1CA39D4141887563EBD6736C4101000000010000000001000000FFFFFFFF0000000002,NULL,1,2,NULL,0.00501304,0.03306980,8.01200000,0.01200000,14.63806950,2,NULL,0,0.02349550,NULL,0.76827010
285,302406045,300724062301.00000000,400.00000000,8,PVC,0.01147172,LOCAL,NULL,NULL,62,LOW,NULL,COMMERCIAL,19,300724062302.00000000,4.58868600,0x5F0D0000010403000000882F5F1CA39D4141887563EBD6736C41C8E2FE9B4D9D4141E4112F45EB736C41589E9A40119D4141C8B24070F9736C4101000000010000000001000000FFFFFFFF0000000002,NULL,2,2,NULL,0.01002607,0.06282467,8.01200000,0.01200000,7.31903475,1,NULL,0,0.00534942,NULL,1.53653867
286,302406046,300724062302.00000000,400.00000000,8,PVC,0.00459445,LOCAL,NULL,NULL,62,LOW,NULL,NULL,19,300724062303.00000000,1.83778100,0x5F0D00000114589E9A40119D4141C8B24070F9736C41A0E92522809C4141F4057AB41B746C41,NULL,3,2,NULL,0.01503911,0.14890837,8.01200000,0.01200000,0.00000000,0,NULL,0,0.00000000,NULL,0.82783530
287,302406047,300724062303.00000000,400.00000000,8,PVC,0.00607683,LOCAL,NULL,NULL,64,LOW,NULL,NULL,19,300724062205.00000000,2.43073000,0x5F0D00000114A0E92522809C4141F4057AB41B746C41F0A2C251EF9B41413CF9073F3E746C41,NULL,3,2,NULL,0.01503911,0.12947840,8.01200000,0.01200000,0.00000000,0,NULL,0,0.00000000,90,0.82783530
288,51103318,50711030614.00000000,260.00000000,8,PVC,0.03214848,LOCAL,NULL,NULL,84,LOW,NULL,NULL,16,50711030608.00000000,8.35860400,0x5F0D0000010407000000D0C8C63D565F4141A8FF126645406C41E8D8542A595F41415840AE1745406C41A0D693745A5F4141A47A1EF544406C411074B4CF5C5F41418075C2B544406C4158AC744FA95F414174AC58B43C406C4190CA2779AB5F41411CBC5C7A3C406C4170C2BD5BCE5F4141405CC5D338406C4101000000010000000001000000FFFFFFFF0000000002,NULL,1,2,NULL,0.00501304,0.01876440,8.01200000,0.01200000,36.59517375,5,NULL,0,0.09036730,90,0.76827010
289,50714179,50707143003.00000000,300.00000000,8,PVC,0.02986898,LOCAL,250,NULL,46,LOW,NULL,NULL,26,50707143004.00000000,8.96069400,0x5F0D000001043A00000030960FF49A5B4141688A6606C83D6C41A0677FF19D5B4141C4426D04C83D6C41C0757E06A05B4141888D1203C83D6C4188C87C90A25B414194F64601C83D6C41381F7D1BA55B4141E4B0CEFFC73D6C41C8FABFA7A75B4141B4F9F2FDC73D6C41581B5035AA5B4141C46227FCC73D6C4100812DC4AC5B4141141DAFFAC73D6C41902F5A55AF5B41412086E3F8C73D6C41F89C3BE6B15B414134205BF7C73D6C416019FA7AB45B414184DAE2F5C73D6C41A01AFB10B75B4141542307F4C73D6C41D0644BA9B95B4141A4DD8EF2C73D6C4108F4E842BC5B4141F49716F1C73D6C41901CE92DC05B4141C0AFF7EEC73D6C4188C267CDC25B4141D0496FEDC73D6C418068E66CC55B41412004F7EBC73D6C41405D3710C85B41416C3FBFEAC73D6C41284C05B2CA5B4141BCF946E9C73D6C41D889A557CD5B4141CC93BEE7C73D6C4170CB47FECF5B4141149E43E6C73D6C41105237A6D25B41412438BBE4C73D6C41C01D744FD55B414174F242E3C73D6C414029A6F8D75B4141888CBAE1C73D6C41D0F8E4A2DA5B4141CC963FE0C73D6C41404D664EDD5B4141E4AF76DEC73D6C41D861F2F9DF5B4141B4F89ADCC73D6C41586D24A3E25B4141C461CFDAC73D6C41F081B04EE55B4141D0CA03D9C73D6C4160D631FAE75B4141E8E33AD7C73D6C41F0A570A4EA5B4141C0AB1ED5C73D6C4178F6EF4EED5B41419042BFD2C73D6C41000222F8EF5B4141680AA3D0C73D6C41A08811A0F25B4141F88033CEC73D6C41400F0148F55B4141947683CBC73D6C41F8CB60EDF75B41412C6CD3C8C73D6C41E8FF7B90FA5B414190C0D2C5C73D6C41A8F4CC33FD5B4141E864CFC2C73D6C41801F8ED4FF5B414148B9CEBFC73D6C419840CA72025C414168BC7ABCC73D6C41A09DF90F055C4141848EE3B8C73D6C41C03099AA075C4141AC104FB5C73D6C41D0FF2B440A5C4141904167B1C73D6C4110012DDA0C5C414174727FADC73D6C4190F8A86D0F5C4141200247A9C73D6C41F8E6CAFE115C4141C860CBA4C73D6C418050AA8E145C4141309F3FA0C73D6C4138ECF71A175C4141E4ADC69BC73D6C41E842F8A5195C414148BBF796C73D6C41A850A92E1C5C414180D7DA91C73D6C41A0D515B51E5C4141AC43BB8CC73D6C419015353A215C4141E02E5B87C73D6C41988BC4BC235C4141109B3B82C73D6C41883D473E265C41410CE58A7CC73D6C41B86685BD285C414100B01A77C73D6C41F00E833C2B5C4141F4496771C73D6C4118F373BA2D5C4141E4E3B36BC73D6C41E8AF230D305C41411C009766C73D6C4101000000010000000001000000FFFFFFFF0000000002,NULL,1,2,NULL,0.00501304,0.01946725,8.01200000,0.01200000,29.27613900,4,NULL,0,0.06265467,NULL,0.76827010
290,50714180,50707143004.00000000,229.00000000,8,PVC,0.02134762,LOCAL,100,NULL,46,LOW,NULL,NULL,26,50707143005.00000000,4.88860500,0x5F0D0000010404000000E8AF230D305C41411C009766C73D6C415018CD08495C4141DC539F62C53D6C4138C6F445865C4141705E7C67C03D6C4128D53EC79E5C4141D48EC866BE3D6C4101000000010000000001000000FFFFFFFF0000000002,NULL,4,2,NULL,0.02005215,0.09210855,8.01200000,0.01200000,14.63806950,2,NULL,0,0.01868795,NULL,3.07307887
291,51103301,50711030608.00000000,221.00000000,8,PVC,0.02339331,LOCAL,NULL,NULL,86,LOW,NULL,NULL,16,50711030607.00000000,5.16992188,0x5F0D000001040300000070C2BD5BCE5F4141405CC5D338406C41F83DC467B15F4141C01A2D6527406C41789A39BCA35F4141D85142531F406C4101000000010000000001000000FFFFFFFF0000000002,NULL,7,2,NULL,0.03509126,0.15398090,8.01200000,0.01200000,7.31903475,1,NULL,0,0.00968220,NULL,1.93161588
292,51103302,50711030609.00000000,185.00000000,8,PVC,0.02838797,LOCAL,NULL,NULL,86,LOW,NULL,NULL,16,50711030608.00000000,5.25177500,0x5F0D0000010404000000401BB9DBF15F4141382965364E406C4148D705D2F05F4141649139974D406C4120587BD0D75F4141940624863E406C4170C2BD5BCE5F4141405CC5D338406C4101000000010000000001000000FFFFFFFF0000000002,NULL,1,2,NULL,0.00501304,0.01996861,8.01200000,0.01200000,14.63806950,2,NULL,0,0.05080109,90,0.76827010
293,51103137,50711032905.00000000,32.00000000,8,PVC,0.03400000,COLLECTOR,NULL,NULL,87,LOW,NULL,NULL,27,50711032911.00000000,NULL,0x5F0D00000114208AEF48476B4141702FE9010A436C41B8324E49576B4141C0EAFBA10A436C41,NULL,125,2,NULL,0.62662969,2.28078969,8.01200000,0.01200000,0.00000000,0,NULL,4,0.00000000,NULL,4.80593697
